INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2021-12-01T19:00:00-00:00,2021-12-01T20:00:00-00:00,2021-12-01,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCC,LMP_CONG_PRC,IRONMTN_2_N001,ALL,1,-17.01856,2
2021-12-02T02:00:00-00:00,2021-12-02T03:00:00-00:00,2021-12-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCC,LMP_CONG_PRC,IRONMTN_2_N001,ALL,1,0,2
2021-12-01T21:00:00-00:00,2021-12-01T22:00:00-00:00,2021-12-01,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCC,LMP_CONG_PRC,IRONMTN_2_N001,ALL,1,-16.22451,2
2021-12-01T17:00:00-00:00,2021-12-01T18:00:00-00:00,2021-12-01,10,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,38.42277,3
2021-12-02T07:00:00-00:00,2021-12-02T08:00:00-00:00,2021-12-01,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,48.10127,3
2021-12-02T02:00:00-00:00,2021-12-02T03:00:00-00:00,2021-12-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,72.73,3
2021-12-02T06:00:00-00:00,2021-12-02T07:00:00-00:00,2021-12-01,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,53.07856,3
2021-12-01T22:00:00-00:00,2021-12-01T23:00:00-00:00,2021-12-01,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,47.5659,3
2021-12-01T09:00:00-00:00,2021-12-01T10:00:00-00:00,2021-12-01,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,44.93038,3
2021-12-01T12:00:00-00:00,2021-12-01T13:00:00-00:00,2021-12-01,5,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,44.40357,3
2021-12-01T13:00:00-00:00,2021-12-01T14:00:00-00:00,2021-12-01,6,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,51.51213,3
2021-12-02T04:00:00-00:00,2021-12-02T05:00:00-00:00,2021-12-01,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,65.23473,3
2021-12-01T18:00:00-00:00,2021-12-01T19:00:00-00:00,2021-12-01,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,37.66567,3
2021-12-01T19:00:00-00:00,2021-12-01T20:00:00-00:00,2021-12-01,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,37.09947,3
2021-12-01T20:00:00-00:00,2021-12-01T21:00:00-00:00,2021-12-01,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,39.18127,3
2021-12-01T21:00:00-00:00,2021-12-01T22:00:00-00:00,2021-12-01,14,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,39.75982,3
2021-12-02T01:00:00-00:00,2021-12-02T02:00:00-00:00,2021-12-01,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,85.39933,3
2021-12-01T11:00:00-00:00,2021-12-01T12:00:00-00:00,2021-12-01,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,43.68608,3
2021-12-01T15:00:00-00:00,2021-12-01T16:00:00-00:00,2021-12-01,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,56.88716,3
2021-12-01T16:00:00-00:00,2021-12-01T17:00:00-00:00,2021-12-01,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,43.15807,3
2021-12-02T00:00:00-00:00,2021-12-02T01:00:00-00:00,2021-12-01,17,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,79.20583,3
2021-12-01T10:00:00-00:00,2021-12-01T11:00:00-00:00,2021-12-01,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,42.71197,3
2021-12-01T08:00:00-00:00,2021-12-01T09:00:00-00:00,2021-12-01,1,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,47.08763,3
2021-12-01T23:00:00-00:00,2021-12-02T00:00:00-00:00,2021-12-01,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,57.57913,3
2021-12-02T03:00:00-00:00,2021-12-02T04:00:00-00:00,2021-12-01,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,69.50303,3
2021-12-01T14:00:00-00:00,2021-12-01T15:00:00-00:00,2021-12-01,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,68.37575,3
2021-12-02T05:00:00-00:00,2021-12-02T06:00:00-00:00,2021-12-01,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCE,LMP_ENE_PRC,IRONMTN_2_N001,ALL,1,56.12266,3
2021-12-02T07:00:00-00:00,2021-12-02T08:00:00-00:00,2021-12-01,24,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.03418,4
2021-12-02T06:00:00-00:00,2021-12-02T07:00:00-00:00,2021-12-01,23,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.2845,4
2021-12-02T01:00:00-00:00,2021-12-02T02:00:00-00:00,2021-12-01,18,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,0,4
2021-12-02T02:00:00-00:00,2021-12-02T03:00:00-00:00,2021-12-01,19,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,0,4
2021-12-01T10:00:00-00:00,2021-12-01T11:00:00-00:00,2021-12-01,3,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.16604,4
2021-12-01T16:00:00-00:00,2021-12-01T17:00:00-00:00,2021-12-01,9,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,0,4
2021-12-01T22:00:00-00:00,2021-12-01T23:00:00-00:00,2021-12-01,15,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.93593,4
2021-12-01T19:00:00-00:00,2021-12-01T20:00:00-00:00,2021-12-01,12,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-2.13322,4
2021-12-01T09:00:00-00:00,2021-12-01T10:00:00-00:00,2021-12-01,2,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.28052,4
2021-12-01T14:00:00-00:00,2021-12-01T15:00:00-00:00,2021-12-01,7,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-2.20854,4
2021-12-02T04:00:00-00:00,2021-12-02T05:00:00-00:00,2021-12-01,21,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.63739,4
2021-12-01T18:00:00-00:00,2021-12-01T19:00:00-00:00,2021-12-01,11,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-2.32397,4
2021-12-01T23:00:00-00:00,2021-12-02T00:00:00-00:00,2021-12-01,16,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.43372,4
2021-12-01T11:00:00-00:00,2021-12-01T12:00:00-00:00,2021-12-01,4,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.15331,4
2021-12-01T15:00:00-00:00,2021-12-01T16:00:00-00:00,2021-12-01,8,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-2.75334,4
2021-12-02T05:00:00-00:00,2021-12-02T06:00:00-00:00,2021-12-01,22,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-1.4199,4
2021-12-01T20:00:00-00:00,2021-12-01T21:00:00-00:00,2021-12-01,13,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,-2.21766,4
2021-12-02T03:00:00-00:00,2021-12-02T04:00:00-00:00,2021-12-01,20,0,IRONMTN_2_N001,IRONMTN_2_N001,IRONMTN_2_N001,DAM,MCL,LMP_LOSS_PRC,IRONMTN_2_N001,ALL,1,0,4
