intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-03-06T14:00:00Z,2021-03-06T15:00:00Z,2021-03-06,7,IRONMTN_2_N001,LMP,34.53366,14:00:00,15
2021-03-07T06:00:00Z,2021-03-07T07:00:00Z,2021-03-06,23,IRONMTN_2_N001,LMP,34.51019,06:00:00,7
2021-03-06T23:00:00Z,2021-03-07T00:00:00Z,2021-03-06,16,IRONMTN_2_N001,LMP,0.55548,23:00:00,24
2021-03-07T00:00:00Z,2021-03-07T01:00:00Z,2021-03-06,17,IRONMTN_2_N001,LMP,22.32569,00:00:00,1
2021-03-07T02:00:00Z,2021-03-07T03:00:00Z,2021-03-06,19,IRONMTN_2_N001,LMP,47.86479,02:00:00,3
2021-03-07T05:00:00Z,2021-03-07T06:00:00Z,2021-03-06,22,IRONMTN_2_N001,LMP,39.77464,05:00:00,6
2021-03-06T13:00:00Z,2021-03-06T14:00:00Z,2021-03-06,6,IRONMTN_2_N001,LMP,35.1121,13:00:00,14
2021-03-06T15:00:00Z,2021-03-06T16:00:00Z,2021-03-06,8,IRONMTN_2_N001,LMP,22.69221,15:00:00,16
2021-03-06T18:00:00Z,2021-03-06T19:00:00Z,2021-03-06,11,IRONMTN_2_N001,LMP,-5.08384,18:00:00,19
2021-03-06T08:00:00Z,2021-03-06T09:00:00Z,2021-03-06,1,IRONMTN_2_N001,LMP,31.88783,08:00:00,9
2021-03-06T16:00:00Z,2021-03-06T17:00:00Z,2021-03-06,9,IRONMTN_2_N001,LMP,2.34045,16:00:00,17
2021-03-06T12:00:00Z,2021-03-06T13:00:00Z,2021-03-06,5,IRONMTN_2_N001,LMP,29.86407,12:00:00,13
2021-03-06T20:00:00Z,2021-03-06T21:00:00Z,2021-03-06,13,IRONMTN_2_N001,LMP,-7.07727,20:00:00,21
2021-03-07T04:00:00Z,2021-03-07T05:00:00Z,2021-03-06,21,IRONMTN_2_N001,LMP,40.55942,04:00:00,5
2021-03-06T11:00:00Z,2021-03-06T12:00:00Z,2021-03-06,4,IRONMTN_2_N001,LMP,28.88621,11:00:00,12
2021-03-07T03:00:00Z,2021-03-07T04:00:00Z,2021-03-06,20,IRONMTN_2_N001,LMP,44.49554,03:00:00,4
