intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw
2021-07-09T18:00:00Z,2021-07-09T19:00:00Z,2021-07-09,12,IRONMTN_2_N001,LMP,54.01361
2021-07-09T16:00:00Z,2021-07-09T17:00:00Z,2021-07-09,10,IRONMTN_2_N001,LMP,46.40281
2021-07-10T06:00:00Z,2021-07-10T07:00:00Z,2021-07-09,24,IRONMTN_2_N001,LMP,61.39192
2021-07-09T14:00:00Z,2021-07-09T15:00:00Z,2021-07-09,8,IRONMTN_2_N001,LMP,45.99714
2021-07-09T12:00:00Z,2021-07-09T13:00:00Z,2021-07-09,6,IRONMTN_2_N001,LMP,47.98655
2021-07-10T00:00:00Z,2021-07-10T01:00:00Z,2021-07-09,18,IRONMTN_2_N001,LMP,111.81018
2021-07-09T11:00:00Z,2021-07-09T12:00:00Z,2021-07-09,5,IRONMTN_2_N001,LMP,46.03441
2021-07-09T07:00:00Z,2021-07-09T08:00:00Z,2021-07-09,1,IRONMTN_2_N001,LMP,53.14479
2021-07-09T17:00:00Z,2021-07-09T18:00:00Z,2021-07-09,11,IRONMTN_2_N001,LMP,50.21336
2021-07-10T02:00:00Z,2021-07-10T03:00:00Z,2021-07-09,20,IRONMTN_2_N001,LMP,278.92712
2021-07-09T21:00:00Z,2021-07-09T22:00:00Z,2021-07-09,15,IRONMTN_2_N001,LMP,82.40457
2021-07-10T05:00:00Z,2021-07-10T06:00:00Z,2021-07-09,23,IRONMTN_2_N001,LMP,68.66812
2021-07-09T15:00:00Z,2021-07-09T16:00:00Z,2021-07-09,9,IRONMTN_2_N001,LMP,45.65297
2021-07-09T13:00:00Z,2021-07-09T14:00:00Z,2021-07-09,7,IRONMTN_2_N001,LMP,52.13201
2021-07-09T20:00:00Z,2021-07-09T21:00:00Z,2021-07-09,14,IRONMTN_2_N001,LMP,72.2467
2021-07-10T12:00:00Z,2021-07-10T13:00:00Z,2021-07-10,6,IRONMTN_2_N001,LMP,48.23512
2021-07-10T09:00:00Z,2021-07-10T10:00:00Z,2021-07-10,3,IRONMTN_2_N001,LMP,53.15432
2021-07-10T16:00:00Z,2021-07-10T17:00:00Z,2021-07-10,10,IRONMTN_2_N001,LMP,49.46987
2021-07-11T06:00:00Z,2021-07-11T07:00:00Z,2021-07-10,24,IRONMTN_2_N001,LMP,58.94104
2021-07-10T21:00:00Z,2021-07-10T22:00:00Z,2021-07-10,15,IRONMTN_2_N001,LMP,71.61745
2021-07-11T02:00:00Z,2021-07-11T03:00:00Z,2021-07-10,20,IRONMTN_2_N001,LMP,222.16808
2021-07-10T18:00:00Z,2021-07-10T19:00:00Z,2021-07-10,12,IRONMTN_2_N001,LMP,56.8129
2021-07-10T07:00:00Z,2021-07-10T08:00:00Z,2021-07-10,1,IRONMTN_2_N001,LMP,56.00834
2021-07-11T05:00:00Z,2021-07-11T06:00:00Z,2021-07-10,23,IRONMTN_2_N001,LMP,69.17404
2021-07-11T00:00:00Z,2021-07-11T01:00:00Z,2021-07-10,18,IRONMTN_2_N001,LMP,90.33689
2021-07-11T03:00:00Z,2021-07-11T04:00:00Z,2021-07-10,21,IRONMTN_2_N001,LMP,112.75418
2021-07-10T15:00:00Z,2021-07-10T16:00:00Z,2021-07-10,9,IRONMTN_2_N001,LMP,41.7795
2021-07-10T20:00:00Z,2021-07-10T21:00:00Z,2021-07-10,14,IRONMTN_2_N001,LMP,66.00458
