intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw
2021-06-05T00:00:00Z,2021-06-05T01:00:00Z,2021-06-04,18,IRONMTN_2_N001,LMP,34.80099
2021-06-05T02:00:00Z,2021-06-05T03:00:00Z,2021-06-04,20,IRONMTN_2_N001,LMP,65.57679
2021-06-04T13:00:00Z,2021-06-04T14:00:00Z,2021-06-04,7,IRONMTN_2_N001,LMP,34.97288
2021-06-04T16:00:00Z,2021-06-04T17:00:00Z,2021-06-04,10,IRONMTN_2_N001,LMP,18.3174
2021-06-04T17:00:00Z,2021-06-04T18:00:00Z,2021-06-04,11,IRONMTN_2_N001,LMP,16.34495
2021-06-04T18:00:00Z,2021-06-04T19:00:00Z,2021-06-04,12,IRONMTN_2_N001,LMP,18.42037
2021-06-04T23:00:00Z,2021-06-05T00:00:00Z,2021-06-04,17,IRONMTN_2_N001,LMP,33.25544
2021-06-05T01:00:00Z,2021-06-05T02:00:00Z,2021-06-04,19,IRONMTN_2_N001,LMP,47.72808
2021-06-04T08:00:00Z,2021-06-04T09:00:00Z,2021-06-04,2,IRONMTN_2_N001,LMP,33.54912
2021-06-04T09:00:00Z,2021-06-04T10:00:00Z,2021-06-04,3,IRONMTN_2_N001,LMP,31.1494
2021-06-05T05:00:00Z,2021-06-05T06:00:00Z,2021-06-04,23,IRONMTN_2_N001,LMP,39.79041
2021-06-04T19:00:00Z,2021-06-04T20:00:00Z,2021-06-04,13,IRONMTN_2_N001,LMP,25.23125
2021-06-05T03:00:00Z,2021-06-05T04:00:00Z,2021-06-04,21,IRONMTN_2_N001,LMP,58.05393
2021-06-05T04:00:00Z,2021-06-05T05:00:00Z,2021-06-04,22,IRONMTN_2_N001,LMP,51.04459
2021-06-04T10:00:00Z,2021-06-04T11:00:00Z,2021-06-04,4,IRONMTN_2_N001,LMP,30.87558
2021-06-05T07:00:00Z,2021-06-05T08:00:00Z,2021-06-05,1,IRONMTN_2_N001,LMP,32.84356
2021-06-05T19:00:00Z,2021-06-05T20:00:00Z,2021-06-05,13,IRONMTN_2_N001,LMP,6.16727
2021-06-06T02:00:00Z,2021-06-06T03:00:00Z,2021-06-05,20,IRONMTN_2_N001,LMP,57.33942
2021-06-05T10:00:00Z,2021-06-05T11:00:00Z,2021-06-05,4,IRONMTN_2_N001,LMP,30.28626
2021-06-05T12:00:00Z,2021-06-05T13:00:00Z,2021-06-05,6,IRONMTN_2_N001,LMP,32.08244
