intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-02-06T23:00:00Z,2021-02-07T00:00:00Z,2021-02-06,16,IRONMTN_2_N001,LMP,15.64511,23:00:00,24
2021-02-07T07:00:00Z,2021-02-07T08:00:00Z,2021-02-06,24,IRONMTN_2_N001,LMP,31.24513,07:00:00,8
2021-02-06T18:00:00Z,2021-02-06T19:00:00Z,2021-02-06,11,IRONMTN_2_N001,LMP,0.69991,18:00:00,19
2021-02-06T20:00:00Z,2021-02-06T21:00:00Z,2021-02-06,13,IRONMTN_2_N001,LMP,-2.81905,20:00:00,21
2021-02-06T08:00:00Z,2021-02-06T09:00:00Z,2021-02-06,1,IRONMTN_2_N001,LMP,31.06072,08:00:00,9
2021-02-07T02:00:00Z,2021-02-07T03:00:00Z,2021-02-06,19,IRONMTN_2_N001,LMP,46.99611,02:00:00,3
2021-02-07T18:00:00Z,2021-02-07T19:00:00Z,2021-02-07,11,IRONMTN_2_N001,LMP,-3.41548,18:00:00,19
2021-02-08T00:00:00Z,2021-02-08T01:00:00Z,2021-02-07,17,IRONMTN_2_N001,LMP,29.81069,00:00:00,1
2021-02-07T20:00:00Z,2021-02-07T21:00:00Z,2021-02-07,13,IRONMTN_2_N001,LMP,-4.0379,20:00:00,21
2021-02-08T03:00:00Z,2021-02-08T04:00:00Z,2021-02-07,20,IRONMTN_2_N001,LMP,39.82625,03:00:00,4
2021-02-07T19:00:00Z,2021-02-07T20:00:00Z,2021-02-07,12,IRONMTN_2_N001,LMP,-3.4771,19:00:00,20
2021-02-08T07:00:00Z,2021-02-08T08:00:00Z,2021-02-07,24,IRONMTN_2_N001,LMP,33.17627,07:00:00,8
2021-02-07T16:00:00Z,2021-02-07T17:00:00Z,2021-02-07,9,IRONMTN_2_N001,LMP,11.97762,16:00:00,17
2021-02-07T15:00:00Z,2021-02-07T16:00:00Z,2021-02-07,8,IRONMTN_2_N001,LMP,30.38868,15:00:00,16
2021-02-07T10:00:00Z,2021-02-07T11:00:00Z,2021-02-07,3,IRONMTN_2_N001,LMP,31.88604,10:00:00,11
2021-02-07T09:00:00Z,2021-02-07T10:00:00Z,2021-02-07,2,IRONMTN_2_N001,LMP,30.17945,09:00:00,10
2021-02-08T06:00:00Z,2021-02-08T07:00:00Z,2021-02-07,23,IRONMTN_2_N001,LMP,33.08938,06:00:00,7
2021-02-07T14:00:00Z,2021-02-07T15:00:00Z,2021-02-07,7,IRONMTN_2_N001,LMP,36.56269,14:00:00,15
2021-02-07T22:00:00Z,2021-02-07T23:00:00Z,2021-02-07,15,IRONMTN_2_N001,LMP,-1.86054,22:00:00,23
2021-02-08T05:00:00Z,2021-02-08T06:00:00Z,2021-02-07,22,IRONMTN_2_N001,LMP,35.63497,05:00:00,6
2021-02-07T17:00:00Z,2021-02-07T18:00:00Z,2021-02-07,10,IRONMTN_2_N001,LMP,1.2538,17:00:00,18
2021-02-08T02:00:00Z,2021-02-08T03:00:00Z,2021-02-07,19,IRONMTN_2_N001,LMP,42.25721,02:00:00,3
2021-02-08T01:00:00Z,2021-02-08T02:00:00Z,2021-02-07,18,IRONMTN_2_N001,LMP,42.45519,01:00:00,2
2021-02-08T04:00:00Z,2021-02-08T05:00:00Z,2021-02-07,21,IRONMTN_2_N001,LMP,37.45762,04:00:00,5
2021-02-07T21:00:00Z,2021-02-07T22:00:00Z,2021-02-07,14,IRONMTN_2_N001,LMP,-2.84875,21:00:00,22
2021-02-07T13:00:00Z,2021-02-07T14:00:00Z,2021-02-07,6,IRONMTN_2_N001,LMP,35.66844,13:00:00,14
2021-02-07T12:00:00Z,2021-02-07T13:00:00Z,2021-02-07,5,IRONMTN_2_N001,LMP,30.90151,12:00:00,13
2021-02-07T08:00:00Z,2021-02-07T09:00:00Z,2021-02-07,1,IRONMTN_2_N001,LMP,31.16822,08:00:00,9
2021-02-07T11:00:00Z,2021-02-07T12:00:00Z,2021-02-07,4,IRONMTN_2_N001,LMP,30.89229,11:00:00,12
2021-02-07T23:00:00Z,2021-02-08T00:00:00Z,2021-02-07,16,IRONMTN_2_N001,LMP,8.51118,23:00:00,24
2021-02-08T09:00:00Z,2021-02-08T10:00:00Z,2021-02-08,2,IRONMTN_2_N001,LMP,30.14231,09:00:00,10
2021-02-08T10:00:00Z,2021-02-08T11:00:00Z,2021-02-08,3,IRONMTN_2_N001,LMP,29.64131,10:00:00,11
2021-02-08T16:00:00Z,2021-02-08T17:00:00Z,2021-02-08,9,IRONMTN_2_N001,LMP,19.50336,16:00:00,17
2021-02-08T23:00:00Z,2021-02-09T00:00:00Z,2021-02-08,16,IRONMTN_2_N001,LMP,17.14386,23:00:00,24
2021-02-09T00:00:00Z,2021-02-09T01:00:00Z,2021-02-08,17,IRONMTN_2_N001,LMP,38.68721,00:00:00,1
2021-02-08T08:00:00Z,2021-02-08T09:00:00Z,2021-02-08,1,IRONMTN_2_N001,LMP,30.88673,08:00:00,9
2021-02-08T15:00:00Z,2021-02-08T16:00:00Z,2021-02-08,8,IRONMTN_2_N001,LMP,42.13318,15:00:00,16
2021-02-08T17:00:00Z,2021-02-08T18:00:00Z,2021-02-08,10,IRONMTN_2_N001,LMP,3.74407,17:00:00,18
2021-02-08T18:00:00Z,2021-02-08T19:00:00Z,2021-02-08,11,IRONMTN_2_N001,LMP,2.65872,18:00:00,19
2021-02-09T03:00:00Z,2021-02-09T04:00:00Z,2021-02-08,20,IRONMTN_2_N001,LMP,45.85267,03:00:00,4
2021-02-09T05:00:00Z,2021-02-09T06:00:00Z,2021-02-08,22,IRONMTN_2_N001,LMP,37.79975,05:00:00,6
2021-02-08T19:00:00Z,2021-02-08T20:00:00Z,2021-02-08,12,IRONMTN_2_N001,LMP,0.63205,19:00:00,20
2021-02-09T02:00:00Z,2021-02-09T03:00:00Z,2021-02-08,19,IRONMTN_2_N001,LMP,50.25991,02:00:00,3
2021-02-09T04:00:00Z,2021-02-09T05:00:00Z,2021-02-08,21,IRONMTN_2_N001,LMP,38.84604,04:00:00,5
2021-02-08T22:00:00Z,2021-02-08T23:00:00Z,2021-02-08,15,IRONMTN_2_N001,LMP,1.57333,22:00:00,23
2021-02-08T12:00:00Z,2021-02-08T13:00:00Z,2021-02-08,5,IRONMTN_2_N001,LMP,30.62489,12:00:00,13
2021-02-08T14:00:00Z,2021-02-08T15:00:00Z,2021-02-08,7,IRONMTN_2_N001,LMP,47.87333,14:00:00,15
2021-02-09T06:00:00Z,2021-02-09T07:00:00Z,2021-02-08,23,IRONMTN_2_N001,LMP,33.31888,06:00:00,7
2021-02-09T07:00:00Z,2021-02-09T08:00:00Z,2021-02-08,24,IRONMTN_2_N001,LMP,32.68839,07:00:00,8
2021-02-08T13:00:00Z,2021-02-08T14:00:00Z,2021-02-08,6,IRONMTN_2_N001,LMP,37.13221,13:00:00,14
2021-02-08T20:00:00Z,2021-02-08T21:00:00Z,2021-02-08,13,IRONMTN_2_N001,LMP,1.33596,20:00:00,21
2021-02-08T21:00:00Z,2021-02-08T22:00:00Z,2021-02-08,14,IRONMTN_2_N001,LMP,0.60797,21:00:00,22
2021-02-09T01:00:00Z,2021-02-09T02:00:00Z,2021-02-08,18,IRONMTN_2_N001,LMP,49.82096,01:00:00,2
2021-02-08T11:00:00Z,2021-02-08T12:00:00Z,2021-02-08,4,IRONMTN_2_N001,LMP,29.27202,11:00:00,12
2021-02-09T10:00:00Z,2021-02-09T11:00:00Z,2021-02-09,3,IRONMTN_2_N001,LMP,30.57388,10:00:00,11
2021-02-09T23:00:00Z,2021-02-10T00:00:00Z,2021-02-09,16,IRONMTN_2_N001,LMP,33.3805,23:00:00,24
2021-02-09T09:00:00Z,2021-02-09T10:00:00Z,2021-02-09,2,IRONMTN_2_N001,LMP,31.02545,09:00:00,10
2021-02-09T13:00:00Z,2021-02-09T14:00:00Z,2021-02-09,6,IRONMTN_2_N001,LMP,36.90151,13:00:00,14
2021-02-09T14:00:00Z,2021-02-09T15:00:00Z,2021-02-09,7,IRONMTN_2_N001,LMP,49.64243,14:00:00,15
2021-02-10T07:00:00Z,2021-02-10T08:00:00Z,2021-02-09,24,IRONMTN_2_N001,LMP,32.75784,07:00:00,8
2021-02-09T16:00:00Z,2021-02-09T17:00:00Z,2021-02-09,9,IRONMTN_2_N001,LMP,32.79812,16:00:00,17
2021-02-09T17:00:00Z,2021-02-09T18:00:00Z,2021-02-09,10,IRONMTN_2_N001,LMP,15.93088,17:00:00,18
2021-02-09T18:00:00Z,2021-02-09T19:00:00Z,2021-02-09,11,IRONMTN_2_N001,LMP,10.37481,18:00:00,19
2021-02-10T00:00:00Z,2021-02-10T01:00:00Z,2021-02-09,17,IRONMTN_2_N001,LMP,41.62929,00:00:00,1
2021-02-09T22:00:00Z,2021-02-09T23:00:00Z,2021-02-09,15,IRONMTN_2_N001,LMP,17.94985,22:00:00,23
