intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-10-02T14:00:00Z,2021-10-02T15:00:00Z,2021-10-02,8,IRONMTN_2_N001,LMP,55.18919,14:00:00,15
2021-10-03T06:00:00Z,2021-10-03T07:00:00Z,2021-10-02,24,IRONMTN_2_N001,LMP,58.16281,06:00:00,7
2021-10-02T17:00:00Z,2021-10-02T18:00:00Z,2021-10-02,11,IRONMTN_2_N001,LMP,34.53182,17:00:00,18
2021-10-02T13:00:00Z,2021-10-02T14:00:00Z,2021-10-02,7,IRONMTN_2_N001,LMP,60.60699,13:00:00,14
2021-10-02T19:00:00Z,2021-10-02T20:00:00Z,2021-10-02,13,IRONMTN_2_N001,LMP,43.06217,19:00:00,20
2021-10-02T21:00:00Z,2021-10-02T22:00:00Z,2021-10-02,15,IRONMTN_2_N001,LMP,50.54339,21:00:00,22
2021-10-02T23:00:00Z,2021-10-03T00:00:00Z,2021-10-02,17,IRONMTN_2_N001,LMP,60.76845,23:00:00,24
2021-10-02T20:00:00Z,2021-10-02T21:00:00Z,2021-10-02,14,IRONMTN_2_N001,LMP,45.5011,20:00:00,21
2021-10-03T11:00:00Z,2021-10-03T12:00:00Z,2021-10-03,5,IRONMTN_2_N001,LMP,54.14306,11:00:00,12
2021-10-03T12:00:00Z,2021-10-03T13:00:00Z,2021-10-03,6,IRONMTN_2_N001,LMP,56.19962,12:00:00,13
2021-10-03T07:00:00Z,2021-10-03T08:00:00Z,2021-10-03,1,IRONMTN_2_N001,LMP,57.32259,07:00:00,8
2021-10-04T05:00:00Z,2021-10-04T06:00:00Z,2021-10-03,23,IRONMTN_2_N001,LMP,63.17182,05:00:00,6
2021-10-03T21:00:00Z,2021-10-03T22:00:00Z,2021-10-03,15,IRONMTN_2_N001,LMP,50.64241,21:00:00,22
2021-10-03T15:00:00Z,2021-10-03T16:00:00Z,2021-10-03,9,IRONMTN_2_N001,LMP,42.13698,15:00:00,16
2021-10-03T22:00:00Z,2021-10-03T23:00:00Z,2021-10-03,16,IRONMTN_2_N001,LMP,57.03623,22:00:00,23
2021-10-03T23:00:00Z,2021-10-04T00:00:00Z,2021-10-03,17,IRONMTN_2_N001,LMP,61.90313,23:00:00,24
2021-10-03T14:00:00Z,2021-10-03T15:00:00Z,2021-10-03,8,IRONMTN_2_N001,LMP,52.47295,14:00:00,15
2021-10-04T06:00:00Z,2021-10-04T07:00:00Z,2021-10-03,24,IRONMTN_2_N001,LMP,58.82573,06:00:00,7
2021-10-04T03:00:00Z,2021-10-04T04:00:00Z,2021-10-03,21,IRONMTN_2_N001,LMP,73.80894,03:00:00,4
2021-10-04T04:00:00Z,2021-10-04T05:00:00Z,2021-10-03,22,IRONMTN_2_N001,LMP,72.99633,04:00:00,5
2021-10-03T16:00:00Z,2021-10-03T17:00:00Z,2021-10-03,10,IRONMTN_2_N001,LMP,28.58834,16:00:00,17
2021-10-03T18:00:00Z,2021-10-03T19:00:00Z,2021-10-03,12,IRONMTN_2_N001,LMP,31.55825,18:00:00,19
2021-10-03T20:00:00Z,2021-10-03T21:00:00Z,2021-10-03,14,IRONMTN_2_N001,LMP,48.62358,20:00:00,21
2021-10-04T02:00:00Z,2021-10-04T03:00:00Z,2021-10-03,20,IRONMTN_2_N001,LMP,91.47701,02:00:00,3
2021-10-03T10:00:00Z,2021-10-03T11:00:00Z,2021-10-03,4,IRONMTN_2_N001,LMP,54.1866,10:00:00,11
2021-10-03T13:00:00Z,2021-10-03T14:00:00Z,2021-10-03,7,IRONMTN_2_N001,LMP,57.15438,13:00:00,14
2021-10-03T17:00:00Z,2021-10-03T18:00:00Z,2021-10-03,11,IRONMTN_2_N001,LMP,27.84785,17:00:00,18
2021-10-04T00:00:00Z,2021-10-04T01:00:00Z,2021-10-03,18,IRONMTN_2_N001,LMP,79.93366,00:00:00,1
2021-10-04T01:00:00Z,2021-10-04T02:00:00Z,2021-10-03,19,IRONMTN_2_N001,LMP,108.94611,01:00:00,2
2021-10-03T08:00:00Z,2021-10-03T09:00:00Z,2021-10-03,2,IRONMTN_2_N001,LMP,57.16669,08:00:00,9
2021-10-03T09:00:00Z,2021-10-03T10:00:00Z,2021-10-03,3,IRONMTN_2_N001,LMP,53.78367,09:00:00,10
2021-10-03T19:00:00Z,2021-10-03T20:00:00Z,2021-10-03,13,IRONMTN_2_N001,LMP,42.48118,19:00:00,20
2021-10-04T19:00:00Z,2021-10-04T20:00:00Z,2021-10-04,13,IRONMTN_2_N001,LMP,54.5479,19:00:00,20
2021-10-05T01:00:00Z,2021-10-05T02:00:00Z,2021-10-04,19,IRONMTN_2_N001,LMP,121.94978,01:00:00,2
2021-10-04T16:00:00Z,2021-10-04T17:00:00Z,2021-10-04,10,IRONMTN_2_N001,LMP,55.9506,16:00:00,17
2021-10-05T03:00:00Z,2021-10-05T04:00:00Z,2021-10-04,21,IRONMTN_2_N001,LMP,70.14432,03:00:00,4
2021-10-04T14:00:00Z,2021-10-04T15:00:00Z,2021-10-04,8,IRONMTN_2_N001,LMP,52.0663,14:00:00,15
2021-10-04T11:00:00Z,2021-10-04T12:00:00Z,2021-10-04,5,IRONMTN_2_N001,LMP,54.12197,11:00:00,12
2021-10-04T23:00:00Z,2021-10-05T00:00:00Z,2021-10-04,17,IRONMTN_2_N001,LMP,80.61802,23:00:00,24
2021-10-04T13:00:00Z,2021-10-04T14:00:00Z,2021-10-04,7,IRONMTN_2_N001,LMP,61.68431,13:00:00,14
2021-10-04T08:00:00Z,2021-10-04T09:00:00Z,2021-10-04,2,IRONMTN_2_N001,LMP,55.35319,08:00:00,9
2021-10-05T00:00:00Z,2021-10-05T01:00:00Z,2021-10-04,18,IRONMTN_2_N001,LMP,97.46843,00:00:00,1
2021-10-04T21:00:00Z,2021-10-04T22:00:00Z,2021-10-04,15,IRONMTN_2_N001,LMP,61.11625,21:00:00,22
