intervalstarttime_gmt,intervalendtime_gmt,opr_dt,opr_hr,node,lmp_type,mw,hour_ext,hour
2021-05-06T01:00:00Z,2021-05-06T02:00:00Z,2021-05-05,19,IRONMTN_2_N001,LMP,64.84599,01:00:00,2
2021-05-06T02:00:00Z,2021-05-06T03:00:00Z,2021-05-05,20,IRONMTN_2_N001,LMP,104.17528,02:00:00,3
2021-05-05T13:00:00Z,2021-05-05T14:00:00Z,2021-05-05,7,IRONMTN_2_N001,LMP,41.52427,13:00:00,14
2021-05-05T09:00:00Z,2021-05-05T10:00:00Z,2021-05-05,3,IRONMTN_2_N001,LMP,32.65114,09:00:00,10
2021-05-06T19:00:00Z,2021-05-06T20:00:00Z,2021-05-06,13,IRONMTN_2_N001,LMP,14.72043,19:00:00,20
2021-05-06T21:00:00Z,2021-05-06T22:00:00Z,2021-05-06,15,IRONMTN_2_N001,LMP,20.87888,21:00:00,22
2021-05-07T03:00:00Z,2021-05-07T04:00:00Z,2021-05-06,21,IRONMTN_2_N001,LMP,56.87765,03:00:00,4
2021-05-07T01:00:00Z,2021-05-07T02:00:00Z,2021-05-06,19,IRONMTN_2_N001,LMP,48.15364,01:00:00,2
2021-05-06T13:00:00Z,2021-05-06T14:00:00Z,2021-05-06,7,IRONMTN_2_N001,LMP,39.79064,13:00:00,14
2021-05-06T16:00:00Z,2021-05-06T17:00:00Z,2021-05-06,10,IRONMTN_2_N001,LMP,19.52069,16:00:00,17
2021-05-07T06:00:00Z,2021-05-07T07:00:00Z,2021-05-06,24,IRONMTN_2_N001,LMP,33.31097,06:00:00,7
2021-05-07T00:00:00Z,2021-05-07T01:00:00Z,2021-05-06,18,IRONMTN_2_N001,LMP,34.20754,00:00:00,1
2021-05-06T14:00:00Z,2021-05-06T15:00:00Z,2021-05-06,8,IRONMTN_2_N001,LMP,31.7159,14:00:00,15
2021-05-06T08:00:00Z,2021-05-06T09:00:00Z,2021-05-06,2,IRONMTN_2_N001,LMP,32.86481,08:00:00,9
2021-05-06T15:00:00Z,2021-05-06T16:00:00Z,2021-05-06,9,IRONMTN_2_N001,LMP,24.77961,15:00:00,16
2021-05-06T10:00:00Z,2021-05-06T11:00:00Z,2021-05-06,4,IRONMTN_2_N001,LMP,31.84439,10:00:00,11
2021-05-06T11:00:00Z,2021-05-06T12:00:00Z,2021-05-06,5,IRONMTN_2_N001,LMP,33.16855,11:00:00,12
2021-05-07T02:00:00Z,2021-05-07T03:00:00Z,2021-05-06,20,IRONMTN_2_N001,LMP,76.51627,02:00:00,3
2021-05-06T20:00:00Z,2021-05-06T21:00:00Z,2021-05-06,14,IRONMTN_2_N001,LMP,17.20066,20:00:00,21
2021-05-06T12:00:00Z,2021-05-06T13:00:00Z,2021-05-06,6,IRONMTN_2_N001,LMP,36.52901,12:00:00,13
2021-05-06T18:00:00Z,2021-05-06T19:00:00Z,2021-05-06,12,IRONMTN_2_N001,LMP,14.8087,18:00:00,19
2021-05-07T05:00:00Z,2021-05-07T06:00:00Z,2021-05-06,23,IRONMTN_2_N001,LMP,36.94617,05:00:00,6
2021-05-06T17:00:00Z,2021-05-06T18:00:00Z,2021-05-06,11,IRONMTN_2_N001,LMP,16.68503,17:00:00,18
2021-05-06T09:00:00Z,2021-05-06T10:00:00Z,2021-05-06,3,IRONMTN_2_N001,LMP,31.08482,09:00:00,10
2021-05-06T23:00:00Z,2021-05-07T00:00:00Z,2021-05-06,17,IRONMTN_2_N001,LMP,26.41593,23:00:00,24
2021-05-06T07:00:00Z,2021-05-06T08:00:00Z,2021-05-06,1,IRONMTN_2_N001,LMP,35.14665,07:00:00,8
2021-05-06T22:00:00Z,2021-05-06T23:00:00Z,2021-05-06,16,IRONMTN_2_N001,LMP,25.88575,22:00:00,23
2021-05-07T04:00:00Z,2021-05-07T05:00:00Z,2021-05-06,22,IRONMTN_2_N001,LMP,48.65959,04:00:00,5
2021-05-08T02:00:00Z,2021-05-08T03:00:00Z,2021-05-07,20,IRONMTN_2_N001,LMP,60.65124,02:00:00,3
2021-05-08T06:00:00Z,2021-05-08T07:00:00Z,2021-05-07,24,IRONMTN_2_N001,LMP,35.33888,06:00:00,7
2021-05-07T10:00:00Z,2021-05-07T11:00:00Z,2021-05-07,4,IRONMTN_2_N001,LMP,29.20823,10:00:00,11
2021-05-07T09:00:00Z,2021-05-07T10:00:00Z,2021-05-07,3,IRONMTN_2_N001,LMP,28.72947,09:00:00,10
2021-05-07T16:00:00Z,2021-05-07T17:00:00Z,2021-05-07,10,IRONMTN_2_N001,LMP,12.5721,16:00:00,17
2021-05-08T00:00:00Z,2021-05-08T01:00:00Z,2021-05-07,18,IRONMTN_2_N001,LMP,24.61717,00:00:00,1
2021-05-08T05:00:00Z,2021-05-08T06:00:00Z,2021-05-07,23,IRONMTN_2_N001,LMP,37.81029,05:00:00,6
2021-05-08T04:00:00Z,2021-05-08T05:00:00Z,2021-05-07,22,IRONMTN_2_N001,LMP,46.3366,04:00:00,5
2021-05-08T03:00:00Z,2021-05-08T04:00:00Z,2021-05-07,21,IRONMTN_2_N001,LMP,52.76411,03:00:00,4
2021-05-07T15:00:00Z,2021-05-07T16:00:00Z,2021-05-07,9,IRONMTN_2_N001,LMP,17.49761,15:00:00,16
2021-05-07T22:00:00Z,2021-05-07T23:00:00Z,2021-05-07,16,IRONMTN_2_N001,LMP,14.32658,22:00:00,23
2021-05-07T12:00:00Z,2021-05-07T13:00:00Z,2021-05-07,6,IRONMTN_2_N001,LMP,33.70303,12:00:00,13
2021-05-07T08:00:00Z,2021-05-07T09:00:00Z,2021-05-07,2,IRONMTN_2_N001,LMP,28.68672,08:00:00,9
2021-05-07T14:00:00Z,2021-05-07T15:00:00Z,2021-05-07,8,IRONMTN_2_N001,LMP,29.19484,14:00:00,15
2021-05-08T01:00:00Z,2021-05-08T02:00:00Z,2021-05-07,19,IRONMTN_2_N001,LMP,40.23376,01:00:00,2
2021-05-07T23:00:00Z,2021-05-08T00:00:00Z,2021-05-07,17,IRONMTN_2_N001,LMP,11.20662,23:00:00,24
2021-05-07T19:00:00Z,2021-05-07T20:00:00Z,2021-05-07,13,IRONMTN_2_N001,LMP,5.53155,19:00:00,20
2021-05-07T21:00:00Z,2021-05-07T22:00:00Z,2021-05-07,15,IRONMTN_2_N001,LMP,7.89943,21:00:00,22
2021-05-07T20:00:00Z,2021-05-07T21:00:00Z,2021-05-07,14,IRONMTN_2_N001,LMP,9.22943,20:00:00,21
2021-05-07T18:00:00Z,2021-05-07T19:00:00Z,2021-05-07,12,IRONMTN_2_N001,LMP,7.67231,18:00:00,19
2021-05-07T17:00:00Z,2021-05-07T18:00:00Z,2021-05-07,11,IRONMTN_2_N001,LMP,11.97782,17:00:00,18
